customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00968,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,70.09,2391.72,No
CUST-00969,Female,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.63,1123.33,No
CUST-00970,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,114.95,3557.81,Yes
CUST-00971,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.19,391.79,No
CUST-00972,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,111.83,7161.99,No
CUST-00973,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),37.29,984.89,No
CUST-00974,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,109.79,6481.12,No
CUST-00975,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),63.68,2694.16,No
CUST-00976,Female,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.8,4986.51,No
CUST-00977,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.6,1163.42,No
CUST-00978,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),57.83,1975.13,No
CUST-00979,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.83,2109.1,No
CUST-00980,Female,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),18.95,352.72,No
CUST-00981,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,84.75,3227.87,No
CUST-00982,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.73,1953.01,Yes
CUST-00983,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.5,548.69,No
CUST-00984,Male,1,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,67.75,136.85,No
CUST-00985,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.41,648.89,No
CUST-00986,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.2,6051.77,No
CUST-00987,Female,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.24,1802.92,No
CUST-00988,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.91,984.89,No
CUST-00989,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,104.63,1473.16,No
CUST-00990,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),62.9,3840.06,No
CUST-00991,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,27.64,827.57,No
CUST-00992,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,83.44,5003.55,No
CUST-00993,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.27,2243.76,No
CUST-00994,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,5137.07,No
CUST-00995,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),51.54,2875.63,No
CUST-00996,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.87,1159.08,No
CUST-00997,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,114.44,7441.85,No
CUST-00998,Female,0,No,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.97,1437.35,No
CUST-00999,Female,0,Yes,Yes,59,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.1,3414.24,No
CUST-01000,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,89.53,5530.31,No
CUST-01001,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,25.69,1286.22,No
CUST-01002,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,47.31,1780.85,No
CUST-01003,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.87,403.46,No
CUST-01004,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.69,4861.48,Yes
CUST-01005,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,79.0,162.16,No
CUST-01006,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.7,3403.23,No
CUST-01007,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.1,1475.35,No
CUST-01008,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,35.57,716.66,No
CUST-01009,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.47,1490.39,No
CUST-01010,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.12,15.21,Yes
CUST-01011,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),25.56,567.19,No
CUST-01012,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.01,1786.43,No
CUST-01013,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),41.4,1883.87,No
CUST-01014,Male,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.64,240.08,No
CUST-01015,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),27.94,1028.73,No
CUST-01016,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),116.91,5378.07,No
CUST-01017,Female,0,No,Yes,34,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),24.16,819.07,No
CUST-01018,Male,0,No,No,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.92,1986.14,No
CUST-01019,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.88,3948.44,No
CUST-01020,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.04,117.05,No
CUST-01021,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.03,2161.49,Yes
CUST-01022,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.42,1818.27,No
CUST-01023,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,90.82,2816.06,Yes
CUST-01024,Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,84.3,2110.5,No
CUST-01025,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.27,3307.3,No
CUST-01026,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.87,155.5,No
CUST-01027,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.82,1975.77,Yes
CUST-01028,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.83,2133.48,No
CUST-01029,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),52.95,2541.47,No
CUST-01030,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.85,915.36,No
CUST-01031,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,118.86,1904.72,No
CUST-01032,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.03,4330.78,No
CUST-01033,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.44,4144.57,No
CUST-01034,Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.26,4972.53,No
CUST-01035,Male,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,37.77,2271.21,No
CUST-01036,Female,1,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.66,4124.91,No
CUST-01037,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.35,357.51,Yes
CUST-01038,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),115.89,0.0,No
CUST-01039,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.76,762.81,Yes
CUST-01040,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,21.0,1000.63,No
CUST-01041,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,78.51,2579.07,No
CUST-01042,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,28.11,814.49,No
CUST-01043,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.79,1775.8,Yes
CUST-01044,Male,0,No,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.29,7196.22,No
CUST-01045,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),110.57,7189.65,No
CUST-01046,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,61.21,3435.91,No
CUST-01047,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,89.97,3869.01,No
CUST-01048,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.74,384.15,No
CUST-01049,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),25.65,1007.4,No
CUST-01050,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,100.93,2312.45,No
CUST-01051,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),88.21,889.42,No
CUST-01052,Male,1,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,109.61,7124.31,Yes
CUST-01053,Male,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.37,0.0,No
CUST-01054,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),53.08,3028.88,No
CUST-01055,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),50.18,1364.07,No
CUST-01056,Male,1,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),62.63,4186.58,No
CUST-01057,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.23,4956.39,No
CUST-01058,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),18.5,1307.44,No
CUST-01059,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.0,1505.68,Yes
CUST-01060,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),19.99,577.31,No
CUST-01061,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.52,4317.63,No
CUST-01062,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,26.31,1163.31,No
CUST-01063,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),74.78,5155.2,No
CUST-01064,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,49.74,804.03,No
CUST-01065,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.37,2517.61,No
CUST-01066,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.73,4476.07,Yes
CUST-01067,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.44,1389.69,Yes
CUST-01068,Male,1,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.65,85.93,No
CUST-01069,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.01,2256.61,No
CUST-01070,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.76,2096.29,No
CUST-01071,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,51.78,318.36,No
CUST-01072,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.66,1415.74,Yes
CUST-01073,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),116.03,5899.35,Yes
CUST-01074,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.6,2572.22,Yes
CUST-01075,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.57,687.15,No
CUST-01076,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.32,7941.7,No
CUST-01077,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),37.25,394.65,No
CUST-01078,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,71.4,4979.16,No
CUST-01079,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.31,82.06,Yes
CUST-01080,Male,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.83,1460.98,No
CUST-01081,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.98,59.06,No
CUST-01082,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,38.45,766.96,No
CUST-01083,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),107.74,5374.27,No
CUST-01084,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.87,658.68,Yes
CUST-01085,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.41,4730.85,No
CUST-01086,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,58.63,2057.6,No
CUST-01087,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.27,4663.97,No
CUST-01088,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),47.2,753.51,No
CUST-01089,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.44,2486.44,No
CUST-01090,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.71,1426.08,No
CUST-01091,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,33.92,2168.94,No
CUST-01092,Male,0,No,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.12,5505.66,No
CUST-01093,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),111.58,7696.01,Yes
CUST-01094,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.18,4139.72,No
CUST-01095,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,76.78,688.38,No
CUST-01096,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.46,1037.06,No
CUST-01097,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.16,978.64,No
CUST-01098,Female,1,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),96.01,5764.81,No
CUST-01099,Female,1,No,Yes,57,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,92.02,5253.44,No
CUST-01100,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,35.38,2373.87,No
CUST-01101,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.0,2038.38,No
CUST-01102,Female,1,Yes,No,15,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.57,1104.51,Yes
CUST-01103,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.94,5205.81,Yes
CUST-01104,Male,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.93,4690.77,No
CUST-01105,Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.52,3732.74,Yes
CUST-01106,Female,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.27,698.36,No
CUST-01107,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),19.92,579.75,No
CUST-01108,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.8,1776.8,No
CUST-01109,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,22.07,627.57,No
CUST-01110,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.11,4086.68,No
CUST-01111,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.66,2575.07,No
CUST-01112,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,18.74,416.98,No
CUST-01113,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,26.11,185.76,No
CUST-01114,Male,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.15,2501.76,No
CUST-01115,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.92,3717.78,No
CUST-01116,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.47,4036.34,No
CUST-01117,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,23.06,1118.12,No
CUST-01118,Male,1,No,Yes,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.89,1624.75,Yes
CUST-01119,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.51,55.6,No
CUST-01120,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.73,4286.34,No
CUST-01121,Female,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.1,2983.14,No
CUST-01122,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,111.38,5348.73,No
CUST-01123,Male,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,66.33,91.72,No
CUST-01124,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),34.97,2487.33,No
CUST-01125,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),96.77,6683.45,No
CUST-01126,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,69.89,569.19,No
CUST-01127,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.82,0.0,No
CUST-01128,Female,0,No,Yes,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.62,4398.24,No
CUST-01129,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),87.43,689.77,Yes
CUST-01130,Female,1,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.88,609.26,No
CUST-01131,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,110.11,2873.78,No
CUST-01132,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.85,822.3,Yes
CUST-01133,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.36,2639.43,No
CUST-01134,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.49,63.3,No
CUST-01135,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,76.91,1673.91,Yes
CUST-01136,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.98,4325.07,No
CUST-01137,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),91.13,2642.55,No
CUST-01138,Female,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),44.97,808.76,No
CUST-01139,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.18,5226.48,Yes
CUST-01140,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,74.0,3626.18,No
